FULLBARCODE,ITEMNAME,ISWEIGHT,PRICEEX1,FLDPRICEUNIT,UNITID,UNITNAME,UNITQTYX100,FPRICEEX4,FULLDESCRIPTION,PROMONUM,DESCRIPTION,STARTDATE,STARTTIME,ENDDATE,ENDTIME,ISWEIGHTEDPROMO,ADDITIONALISCOUPON,ADDITIONALGIFTCOUNT,MINPURCHASEAMOUNT,MINQTY,MINAMOUNT,MAXQTY,DISCOUNTTYPE,DISCOUNTRATE,DISCOUNTEDPRICE,DISCOUNTEDPRICEPERUNIT,CLUBID,ADDITIONALINFO,PROMOTYPE,PROMOTYPENAME,PROMOSUBTYPE,PROMOSUBTYPENAME,LASTINLIST
5010677554602,בקרדי בריזר אפרסק 27,0,1400,509,12,100 מל,27500,0,בקרדי בריזר אפרסק 275 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010677714006,ג'ין בומביי ספייר 70,0,11990,1713,12,100 מל,70000,0,ג'ין בומביי ספייר 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010677850100,וודקה גריי גוס 700 מ,0,11990,1713,12,100 מל,70000,0,וודקה גריי גוס 700 מל,1216840,גריי גוס וודקה  700 מ ל ב 109.90,2022-01-03,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,109.9,109.9,,,4,מחיר קבוע,1,רגיל,1
5010677858601,וודקה גרי גוס 1 ליטר,0,15990,15990,2,ליטר,100,0,וודקה גרי גוס 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5010696004379,מארז קוניאק קורווסיה,0,15990,2284,12,100 מל,70000,0,מארז קוניאק קורווסיה וי אס 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010852000917,ויסקי בארקליס 0.7 לי,0,6990,999,,יחידה,70000,0,ויסקי בארקליס 0.7 ליטר,1221310,וויסקי היילנד ציף/בארקליס 700מ ל ב 64.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,64.9,64.9,,,4,מחיר קבוע,1,רגיל,1
5010852000924,בארקליס ויסקי 1ליטר,0,10490,10490,2,ליטר,100,0,בארקליס ויסקי 1ליטר,1221312,וויסקי היילנד ציף/בארקליס 1 ליטר ב 89.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,89.9,89.9,,,4,מחיר קבוע,1,רגיל,1
5010852026634,גלנגויין 10 שנים 700,0,16990,2427,12,100 מל,70000,0,גלנגויין 10 שנים 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010852026641,וויסקי גלנגויין 12 ש,0,22990,3284,12,100 מל,70000,0,וויסקי גלנגויין 12 שנה 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5011007003005,ויסקי גיימסון 700 מ,0,9990,1427,12,100 מל,70000,0,ויסקי גיימסון 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5011007003227,וויסקי ג'יימסון 1 לי,0,12990,12990,2,ליטר,100,0,וויסקי ג'יימסון 1 ליטר,1214556,וויסקי ג יימסון 1 ליטר ב 119.90,2021-12-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,119.9,119.9,,,4,מחיר קבוע,1,רגיל,1
5011007004446,מארז ויסקי גיימסון 7,0,9490,1356,12,100 מל,70000,0,מארז ויסקי גיימסון 700 מל +2 כוסות,,,,,,,,,,,,,,,,,,,,,,,,1
5011007024000,וויסקי ג'יימסון סלקט,0,15990,2284,12,100 מל,70000,0,וויסקי ג'יימסון סלקט רזרב 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5011013100132,בייליס אייריש קרם 75,0,10990,1465,12,100 מל,75000,0,בייליס אייריש קרם 750 מל,1217414,בייליס אייריש קרם 750מ ל ב 99.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,99.9,99.9,,,4,מחיר קבוע,1,רגיל,1
5011013500680,שרידנס 700 מל,0,11990,1713,12,100 מל,70000,0,שרידנס 700 מל,1217419,שרידנס 700 מ ל ב 89.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,89.9,89.9,,,4,מחיר קבוע,1,רגיל,1
5011013500703,ליקר שרידנס 500 מל,0,5990,1198,12,100 מל,50000,0,ליקר שרידנס 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5011013934546,בייליס אייריש קרים ב,0,10990,1570,12,100 מל,70000,0,בייליס אייריש קרים בטעם קרמל מלוח 700 מ,,,,,,,,,,,,,,,,,,,,,,,,1
5011013935178,בייליס אייריש קרים ב,0,10990,1570,12,100 מל,70000,0,בייליס אייריש קרים בטעם פאי תפוחים  700,,,,,,,,,,,,,,,,,,,,,,,,1
5011013936205,מארז ביליס + 2 כוסות,0,10990,1570,12,100 מל,70000,0,מארז ביליס + 2 כוסות,,,,,,,,,,,,,,,,,,,,,,,,1
5011026108033,וויסקי טולמור דיו 70,0,9990,1427,12,100 מל,70000,0,וויסקי טולמור דיו 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5011166012535,רומני קברנה 1.5לי,0,4490,2993,2,ליטר,150,0,רומני קברנה 1.5לי,,,,,,,,,,,,,,,,,,,,,,,,1
5011166055358,בירה קראביס ג'ינגיר,0,1390,421,12,100 מל,33000,0,בירה קראביס ג'ינגיר 330 מל,1218652,קופרברג סיידר 330 מ ל 2 ב 17,2022-02-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,17,8.5,,,4,מחיר קבוע,1,רגיל,1
5011311150709,וויסקי אולד קליפר 75,0,7990,1065,12,100 מל,75000,0,וויסקי אולד קליפר 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5011348008479,בירה קינג גובלין 500,0,1590,318,12,100 מל,50000,0,בירה קינג גובלין 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5011348010335,בירה ג'נג'ר בירד 500,0,1590,318,12,100 מל,50000,0,בירה ג'נג'ר בירד 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5011348013794,בירה בלאק וויצ' כהה,0,1590,318,12,100 מל,50000,0,בירה בלאק וויצ' כהה 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5011348013817,בירה אימפריאל רד 500,0,1590,318,12,100 מל,50000,0,בירה אימפריאל רד 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5011348023915,בירה שי גייאנט 500 מ,0,1590,318,12,100 מל,50000,0,בירה שי גייאנט 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5011417552247,אירוויק 345 מל נטול,0,990,287,12,100 מל,34500,0,אירוויק 345 מל נטול גז לילך 345 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5011417554760,איירוויק  נטול גז ור,0,990,287,12,100 מל,34500,0,איירוויק  נטול גז ורדים ואורכידיאה  345,,,,,,,,,,,,,,,,,,,,,,,,1
5011417569788,איירוויק מילוי מבשם,0,1490,596,12,100 מל,25000,0,איירוויק מילוי מבשם אויר אטומטי פירות יע,,,,,,,,,,,,,,,,,,,,,,,,1
5011995000505,ווויסקי OLD,0,10990,1570,12,100 מל,70000,0,ווויסקי OLD,,,,,,,,,,,,,,,,,,,,,,,,1
5013967002821,וויסקי אייל אוף גורה,0,24500,0,,יחידה,0,0,וויסקי אייל אוף גורה סופרסטשיין,,,,,,,,,,,,,,,,,,,,,,,,1
5013967003958,גון באר וויסקי 700 מ,0,9990,1427,12,100 מל,70000,0,גון באר וויסקי 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5013967004221,מקינלייס וויסקי 750,0,10990,1465,12,100 מל,75000,0,מקינלייס וויסקי 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5013967005006,וויסקי דאלמור 15 שנה,0,32000,0,,יחידה,0,0,וויסקי דאלמור 15 שנה,,,,,,,,,,,,,,,,,,,,,,,,1
5013967010000,אייל אוף ג'ורה אוריג,0,19490,2784,12,100 מל,70000,0,אייל אוף ג'ורה אוריג'ין ויסקי 10 שנים במ,,,,,,,,,,,,,,,,,,,,,,,,1
5013967010796,אייל אוף ג'ורה סופרס,0,20990,6361,12,100 מל,33000,0,אייל אוף ג'ורה סופרסטיישן ויסקי במארז +2,,,,,,,,,,,,,,,,,,,,,,,,1
5014201701593,בירה ווסטונס אולד רו,0,1290,391,12,100 מל,33000,0,בירה ווסטונס אולד רוזי 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5014201800814,בירה אינגליש וינטג',0,2490,332,12,100 מל,75000,0,בירה אינגליש וינטג' סיידר,,,,,,,,,,,,,,,,,,,,,,,,1
5014271796161,ליקר סן ג'רמן 700 מ,0,18990,2713,12,100 מל,70000,0,ליקר סן ג'רמן 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5014366080946,ויסקי אייל אוף גורה,0,23990,0,,יחידה,0,0,ויסקי אייל אוף גורה 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5014379009972,בירה באדוויזר פחית 5,0,990,198,12,100 מל,50000,0,בירה באדוויזר פחית 500 מל,1220426,פחית בירה באדוויזר 500 מ ל 2 ב 16,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,16,8,,,4,מחיר קבוע,1,רגיל,1
5016978000725,צויה סאקה720 מל,0,3990,554,12,100 מל,72000,0,צויה סאקה720 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5017818800116,דר פפר פחית 330 מל,0,650,197,12,100 מל,33000,0,דר פפר פחית 330 מל  24 יח,,,,,,,,,,,,,,,,,,,,,,,,1
5021349700098,ויסקי טומינטול פיטי,0,17490,2499,12,100 מל,70000,0,ויסקי טומינטול פיטי טאנג  700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5021349700180,ויסקי סקוטי היילנד ל,0,6990,0,,יחידה,0,0,ויסקי סקוטי היילנד לג'נד,,,,,,,,,,,,,,,,,,,,,,,,1
5021349701019,ויסקי טומינטול 700 מ,0,17490,2499,12,100 מל,70000,0,ויסקי טומינטול 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5021349702894,וויסקי טומינטול סינג,0,17490,2499,12,100 מל,70000,0,וויסקי טומינטול סינגל מאלט טילה 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5023625004487,בירה הובגובלין 500 מ,0,1590,318,12,100 מל,50000,0,בירה הובגובלין 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5023837175029,בירה מילר שישיה 6*33,0,4990,252,12,100 מל,198000,0,בירה מילר שישיה 6*330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5024546356600,וויסקי גרנד מקניש 70,0,7990,1141,12,100 מל,70000,0,וויסקי גרנד מקניש 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5024546366630,וויסקי סקוטש לאודרס,0,9990,999,,יחידה,100000,0,וויסקי סקוטש לאודרס 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5024546367729,לאודרס ויסקי פורט פי,0,9990,1427,12,100 מל,70000,0,לאודרס ויסקי פורט פיניש רובי 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5024546377582,SCOTCH וויסקי אילה מ,0,9990,1427,12,100 מל,70000,0,SCOTCH וויסקי אילה מיסט דה לוקס,,,,,,,,,,,,,,,,,,,,,,,,1
5027662700401,ויסקי סקוטיש רויאל,0,6990,0,,יחידה,0,0,ויסקי סקוטיש רויאל,,,,,,,,,,,,,,,,,,,,,,,,1
5028349003693,וויסקי בוני וקלייד 1,0,8990,8990,2,ליטר,100,0,וויסקי בוני וקלייד 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5028349100316,ויסקי היילנד צף 700,0,6990,999,12,100 מל,70000,0,ויסקי היילנד צף 700 מל,1221310,וויסקי היילנד ציף/בארקליס 700מ ל ב 64.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,64.9,64.9,,,4,מחיר קבוע,1,רגיל,1
5035766044673,סטרונגבאו סיידר תפוח,0,790,0,,יחידה,0,0,סטרונגבאו סיידר תפוחים 330מל,,,,,,,,,,,,,,,,,,,,,,,,1
5035766060253,בירה מרפיס פחית,0,1190,0,,יחידה,0,0,בירה מרפיס פחית,1214489,בירה פאולנר/מרפיס 500 מ ל 2 ב 20,2021-12-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,20,10,,,4,מחיר קבוע,1,רגיל,1
5035766060826,קינגפישר בירה בקבוק,0,790,263,12,100 מל,30000,0,קינגפישר בירה בקבוק 300 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5038342400085,וויסקי פייפ מייגור 1,0,8990,0,,יחידה,0,0,וויסקי פייפ מייגור 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5051554328329,שולחן מתקפל 1.8 מטר,0,14990,0,,יחידה,0,0,שולחן מתקפל 1.8 מטר פלנרו,,,,,,,,,,,,,,,,,,,,,,,,1
5055966800046,מארז בושמילס אוריג'י,0,11490,11490,2,ליטר,100,0,מארז בושמילס אוריג'ינל 1 ליטר+ כוסות,,,,,,,,,,,,,,,,,,,,,,,,1
5055966800114,מארז בלק בוש 700 מל,0,10990,0,,יחידה,0,0,מארז בלק בוש 700 מל + כוסות,,,,,,,,,,,,,,,,,,,,,,,,1
5055966801005,וויסקי אוריגינל 700,0,8490,1213,12,100 מל,70000,0,וויסקי אוריגינל 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5055966801012,בושמילס וויסקי אוריג,0,10990,10990,2,ליטר,100,0,בושמילס וויסקי אוריג'נל 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5055966810014,וויסקי בושמילס בלאק,0,11990,1713,12,100 מל,70000,0,וויסקי בושמילס בלאק בוש 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5055966830142,וויסקי בושמילס קאריב,0,11990,1713,12,100 מל,70000,0,וויסקי בושמילס קאריבאן רום קאסק פיניש 70,,,,,,,,,,,,,,,,,,,,,,,,1
5055966830159,וויסקי בושמילס אמריק,0,11990,1713,12,100 מל,70000,0,וויסקי בושמילס אמריקן אוק קאסק פיניש 700,,,,,,,,,,,,,,,,,,,,,,,,1
5060000034363,ויסקי היילנד ציף 1 ל,0,10490,10490,2,ליטר,100,0,ויסקי היילנד ציף 1 ליטר,1221312,וויסקי היילנד ציף/בארקליס 1 ליטר ב 89.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,89.9,89.9,,,4,מחיר קבוע,1,רגיל,1
5060045583062,ג'ים בים דבש,0,9990,0,,יחידה,0,0,ג'ים בים דבש,,,,,,,,,,,,,,,,,,,,,,,,1
5060045585271,ג'ים בים תפוח,0,9990,0,,יחידה,0,0,ג'ים בים תפוח,,,,,,,,,,,,,,,,,,,,,,,,1
5060045588128,גים בים לבן כשר 700,0,9990,1427,12,100 מל,70000,0,גים בים לבן כשר 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5060190560741,אינס אנד גון רום פינ,0,1390,0,,יחידה,0,0,אינס אנד גון רום פיניש,,,,,,,,,,,,,,,,,,,,,,,,1
5060190561267,אינס אנד גון לאגר,0,1390,0,,יחידה,0,0,אינס אנד גון לאגר,,,,,,,,,,,,,,,,,,,,,,,,1
5060191900744,סיידר אלכוהולי ג'ינג,0,990,300,12,100 מל,33000,0,סיידר אלכוהולי ג'ינג'ר 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5099873006504,וויסקי גק דניאלס פיי,0,12990,1856,12,100 מל,70000,0,וויסקי גק דניאלס פייר 700 מל,1221161,וויסקי גק דניאלס 700מ ל ב 99.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,99.9,99.9,,,4,מחיר קבוע,1,רגיל,1
5099873006665,ג'ק דניאלס מאסטר דיס,0,19990,19990,2,ליטר,100,0,ג'ק דניאלס מאסטר דיסטילר 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5099873017623,וויסקי גק דניאלס תפו,0,12990,1856,12,100 מל,70000,0,וויסקי גק דניאלס תפוח 700 מל,1221161,וויסקי גק דניאלס 700מ ל ב 99.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,99.9,99.9,,,4,מחיר קבוע,1,רגיל,1
5099873025871,וודפורד ריזרב 700 מ,0,19990,2856,12,100 מל,70000,0,וודפורד ריזרב 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5099873038758,וויסקי ג'נטלמן ג'ק 7,0,14990,2998,12,100 מל,50000,0,וויסקי ג'נטלמן ג'ק 700 מל,1218102,וויסקי גנטלמן גק 700 מ ל ב 134.90,2022-02-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,134.9,134.9,,,4,מחיר קבוע,1,רגיל,1
5099873210642,מארז גק דבש,0,14990,2141,12,100 מל,70000,0,מארז גק דבש,,,,,,,,,,,,,,,,,,,,,,,,1
5099873211984,מארז  גק פייר עם 2 כ,0,14990,2141,12,100 מל,70000,0,מארז  גק פייר עם 2 כוסות,1221161,וויסקי גק דניאלס 700מ ל ב 99.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,99.9,99.9,,,4,מחיר קבוע,1,רגיל,1
5200005200015,נרות חנוכה דן אס,0,290,0,,יחידה,0,0,נרות חנוכה דן אס,,,,,,,,,,,,,,,,,,,,,,,,1
5201003110702,אוזו 12,0,9990,1332,12,100 מל,75000,0,אוזו 12,1217413,אוזו  70012 מ ל ב 79.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,79.9,79.9,,,4,מחיר קבוע,1,רגיל,1
5201021530704,ערק אוזו 700 מל  TS,0,5990,856,12,100 מל,70000,0,ערק אוזו 700 מל  TSANTALI,,,,,,,,,,,,,,,,,,,,,,,,1
5201184051276,צלחת 20 סמ 10 יחידות,0,1100,0,,יחידה,0,0,צלחת 20 סמ 10 יחידות,,,,,,,,,,,,,,,,,,,,,,,,1
5201304100013,עארק אוזו מיני 700 מ,0,7500,1071,12,100 מל,70000,0,עארק אוזו מיני 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5201320002049,עארק אוזו,0,9990,0,,יחידה,0,0,עארק אוזו,,,,,,,,,,,,,,,,,,,,,,,,1
5201347160326,קלגון ג'ל 750 מל,0,2990,0,,יחידה,0,0,קלגון ג'ל 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5201347160524,קלגון מסיר אבנית טבל,0,0,0,,יחידה,1500,0,קלגון מסיר אבנית טבליות 15 יח,,,,,,,,,,,,,,,,,,,,,,,,1
5201940010011,זית שחור 454 גרם,0,1490,328,11,100 גרם,45400,0,זית שחור 454 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
5201940010110,זית קלמטה 454 גרם,0,1630,359,11,100 גרם,45400,0,זית קלמטה 454 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
5202175001546,נאצוס בטעם ברביקיו 2,0,1090,484,11,100 גרם,22500,0,נאצוס בטעם ברביקיו 225 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
5202175002451,מזרח ומערב טורטיה 4,0,890,223,,יחידה,400,0,מזרח ומערב טורטיה 4 יח,,,,,,,,,,,,,,,,,,,,,,,,1
5202175002581,מזרח ומערב טורטיה 5,0,790,0,,יחידה,0,0,מזרח ומערב טורטיה 5 יח,,,,,,,,,,,,,,,,,,,,,,,,1
5202260022395,מקסי מחבת 20 סמ 2 י,0,7490,0,,יחידה,0,0,מקסי מחבת 20 סמ 2 ידיות ציפוי נון סטיק,,,,,,,,,,,,,,,,,,,,,,,,1
5202260022715,מקסי פינג'אן M 700cc,0,4490,0,,יחידה,0,0,מקסי פינג'אן M 700cc שחור ציפוי נון סטיק,,,,,,,,,,,,,,,,,,,,,,,,1
5202413007019,אוזו פלומארי כשר 700,0,11990,1713,12,100 מל,70000,0,אוזו פלומארי כשר 700 מל,1218735,אוזו פלומארי 700 מ ל ב 89,2022-02-01,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,89,89,,,4,מחיר קבוע,1,רגיל,1
5202795080709,אוזו מטקסה 750 מל,0,9590,1279,12,100 מל,75000,0,אוזו מטקסה 750 מל,1218628,אוזו מטקסה 750 מ ל ב 69.90,2022-02-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,69.9,69.9,,,4,מחיר קבוע,1,רגיל,1
5264856974129,כוס גריי גוס,0,490,0,,יחידה,0,0,כוס גריי גוס,,,,,,,,,,,,,,,,,,,,,,,,1
5391516871365,מגנרס סיידר אירי 330,0,1190,361,12,100 מל,33000,0,מגנרס סיידר אירי 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5391516871679,מגנרס סיידר אגס 330,0,1190,361,12,100 מל,33000,0,מגנרס סיידר אגס 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410228141266,בירה סטלה ארטואה 330,0,650,197,12,100 מל,33000,0,בירה סטלה ארטואה 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410228141785,בירה הוגרדן 330 מל,0,990,330,12,100 מל,30000,0,בירה הוגרדן 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410228142072,בירה סייף,0,1600,0,,יחידה,0,0,בירה סייף,,,,,,,,,,,,,,,,,,,,,,,,1
5410228142089,בירה לייף בלונד 330,0,1190,0,,יחידה,0,0,בירה לייף בלונד 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410228144755,בירה סטלה שישייה,0,3990,0,,יחידה,0,0,בירה סטלה שישייה,,,,,,,,,,,,,,,,,,,,,,,,1
5410228145226,לף ברון 750 מל,0,2790,372,12,100 מל,75000,0,לף ברון 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410228146162,בירה לייף בראון 330,0,1290,0,,יחידה,0,0,בירה לייף בראון 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410228154693,בירה סטלה בקבוק 330,0,650,197,12,100 מל,33000,0,בירה סטלה בקבוק 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410228217718,בירה סטלה פחית 568 מ,0,1190,210,12,100 מל,56800,0,בירה סטלה פחית 568 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410228224921,בירה הוגרדן 330 מל,0,1290,0,,יחידה,0,0,בירה הוגרדן 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410228226963,לף בלונד 330 מל,0,1290,391,12,100 מל,33000,0,לף בלונד 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410228267515,בירה באדוויזר שישייה,0,3990,665,,יחידה,600,0,בירה באדוויזר שישייה 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410316072014,וודקה סמינרוף אדום 5,0,5490,1098,12,100 מל,50000,0,וודקה סמינרוף אדום 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410316233446,וודקה סמינרוף אדום 2,0,1990,995,12,100 מל,20000,0,וודקה סמינרוף אדום 200 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410316265164,וודקה סמירנוף שחור 7,0,9990,0,,יחידה,0,0,וודקה סמירנוף שחור 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410316442930,וודקה סמינרוף אדום 1,0,8990,899,12,100 מל,100000,0,וודקה סמינרוף אדום 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5410316984607,וודקה סמירנוף טוויסט,0,6990,999,12,100 מל,70000,0,וודקה סמירנוף טוויסט גרין אפל,,,,,,,,,,,,,,,,,,,,,,,,1
5410316994019,וודקה סמירנוף 700 מ,0,6990,999,12,100 מל,70000,0,וודקה סמירנוף 700 מל אדום,,,,,,,,,,,,,,,,,,,,,,,,1
5410316997966,סמירנוף אספרסו 700 מ,0,9000,1286,12,100 מל,70000,0,סמירנוף אספרסו 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410769100081,בקבוק לה שוף 330 מל,0,1690,512,12,100 מל,33000,0,בקבוק לה שוף 330 מל,1220424,בירה לה שוף/דובל/מרדסו 330 מ ל 2 ב 22,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,22,11,,,4,מחיר קבוע,1,רגיל,1
5410769100098,בקבוק לה שוף 750 מל,0,2990,399,12,100 מל,75000,0,בקבוק לה שוף 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410769200088,בקבוק  מק שוף 330 מ,0,1690,512,12,100 מל,33000,0,בקבוק  מק שוף 330 מל,1220424,בירה לה שוף/דובל/מרדסו 330 מ ל 2 ב 22,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,22,11,,,4,מחיר קבוע,1,רגיל,1
5410769200095,בקבוק  מק שוף 750 מ,0,2990,399,12,100 מל,75000,0,בקבוק  מק שוף 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5410769300085,בקבוק שוף הובלון 330,0,1690,512,12,100 מל,33000,0,בקבוק שוף הובלון 330 מל,1220424,בירה לה שוף/דובל/מרדסו 330 מ ל 2 ב 22,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,22,11,,,4,מחיר קבוע,1,רגיל,1
5410769800097,בקבוק לה שוף 330 מל,0,1690,512,12,100 מל,33000,0,בקבוק לה שוף 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
