FULLBARCODE,ITEMNAME,ISWEIGHT,PRICEEX1,FLDPRICEUNIT,UNITID,UNITNAME,UNITQTYX100,FPRICEEX4,FULLDESCRIPTION,PROMONUM,DESCRIPTION,STARTDATE,STARTTIME,ENDDATE,ENDTIME,ISWEIGHTEDPROMO,ADDITIONALISCOUPON,ADDITIONALGIFTCOUNT,MINPURCHASEAMOUNT,MINQTY,MINAMOUNT,MAXQTY,DISCOUNTTYPE,DISCOUNTRATE,DISCOUNTEDPRICE,DISCOUNTEDPRICEPERUNIT,CLUBID,ADDITIONALINFO,PROMOTYPE,PROMOTYPENAME,PROMOSUBTYPE,PROMOSUBTYPENAME,LASTINLIST
7290001738313,זוג תבניות לקוביות ק,0,1000,0,,יחידה,0,0,זוג תבניות לקוביות קרח קליק,,,,,,,,,,,,,,,,,,,,,,,,1
7290001739617,נפנף למנגל,0,400,0,,יחידה,0,0,נפנף למנגל,,,,,,,,,,,,,,,,,,,,,,,,1
7290001740603,לקט ירקות 1 קג,0,1000,100,11,100 גרם,100000,0,לקט ירקות 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290001740774,ספה מתנפחת צהוב ווינ,0,9990,0,,יחידה,0,0,ספה מתנפחת צהוב ווינד 240/70 WIND PUFF ס,,,,,,,,,,,,,,,,,,,,,,,,1
7290001741955,לקיטשן מחבת יציקה כפ,0,11990,0,,יחידה,0,0,לקיטשן מחבת יציקה כפול 32 סמ אפור,,,,,,,,,,,,,,,,,,,,,,,,1
7290001791356,סנו פרש אוטומטיק ברי,0,1590,636,12,100 מל,25000,0,סנו פרש אוטומטיק בריח לבנדר,,,,,,,,,,,,,,,,,,,,,,,,1
7290001791363,סנו פרש אוטומטיק ברי,0,1590,636,12,100 מל,25000,0,סנו פרש אוטומטיק בריח וניל,,,,,,,,,,,,,,,,,,,,,,,,1
7290001814147,שוקולד למריחה פרה ט.,0,990,198,11,100 גרם,50000,0,שוקולד למריחה פרה ט.שוקולד 500גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290001872536,כף הגשה ארוז,0,990,0,,יחידה,0,0,כף הגשה ארוז,,,,,,,,,,,,,,,,,,,,,,,,1
7290001881040,מלפפון ביבי במלח  1,0,2990,2990,1,קג,100,0,מלפפון ביבי במלח  1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290001881095,עגבניות שרי 1 קג,0,2990,2990,1,קג,100,0,עגבניות שרי 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290001881101,כרוב כבוש מארי ונה,0,1690,0,,יחידה,0,0,כרוב כבוש מארי ונה,,,,,,,,,,,,,,,,,,,,,,,,1
7290001881156,קורנישונים במלח,0,1590,0,,יחידה,0,0,קורנישונים במלח,,,,,,,,,,,,,,,,,,,,,,,,1
7290001881163,קורנישון חמוץ מתוק,0,1590,0,,יחידה,0,0,קורנישון חמוץ מתוק,,,,,,,,,,,,,,,,,,,,,,,,1
7290001881224,אננס 300 גרם,0,1490,497,11,100 גרם,30000,0,אננס 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290001881231,מנגו 300 גרם,0,1490,497,11,100 גרם,30000,0,מנגו 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290001881699,מיקס פירות יער 300 ג,0,1290,0,,יחידה,0,0,מיקס פירות יער 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290001881873,כרוב עם חמוציות 1 ק,0,1990,1990,1,קג,100,0,כרוב עם חמוציות 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290001881958,ליצי 300 גרם,0,1790,597,11,100 גרם,30000,0,ליצי 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290001881972,קיווי 300 גרם,0,1490,497,11,100 גרם,30000,0,קיווי 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290001881989,פסיפלורה 300 גרם,0,1490,497,11,100 גרם,30000,0,פסיפלורה 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290001975015,טובורג גרין חוזר,0,780,0,,יחידה,0,0,טובורג גרין חוזר,,,,,,,,,,,,,,,,,,,,,,,,1
7290001975992,בירה ויינשטפיין בקבו,0,1400,0,,יחידה,0,0,בירה ויינשטפיין בקבוק,,,,,,,,,,,,,,,,,,,,,,,,1
7290002000921,רשת צלייה 19/21 סמ,0,1790,0,,יחידה,0,0,רשת צלייה 19/21 סמ צולה כבד משובץ,,,,,,,,,,,,,,,,,,,,,,,,1
7290002007975,צלחות קטן 50 יחידות,0,1090,22,,יחידה,5000,0,צלחות קטן 50 יחידות,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015093,חומץ ‏17‏-‏13‏ ‏2‏A‏,0,990,0,,יחידה,0,0,חומץ ‏17‏-‏13‏ ‏2‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015116,מלפפון בחומץ ‏9‏-‏7‏,0,590,0,,יחידה,0,0,מלפפון בחומץ ‏9‏-‏7‏ ‏2‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015123,חומץ ‏12‏-‏10‏ ‏2‏-‏,0,790,0,,יחידה,0,0,חומץ ‏12‏-‏10‏ ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015147,חומץ ‏25‏-‏18‏ ‏2‏-‏,0,1190,0,,יחידה,0,0,חומץ ‏25‏-‏18‏ ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015154,מלפפון במלח  ‏9‏-‏7‏,0,590,0,,יחידה,0,0,מלפפון במלח  ‏9‏-‏7‏   ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015161,מלפפון במלח ‏12‏-‏10,0,790,0,,יחידה,0,0,מלפפון במלח ‏12‏-‏10‏  ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015192,מלפפון במלח ‏25‏-‏18,0,1190,0,,יחידה,0,0,מלפפון במלח ‏25‏-‏18‏  ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015208,מלפפון במלח ‏17‏-‏13,0,990,0,,יחידה,0,0,מלפפון במלח ‏17‏-‏13‏  ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015314,מנזנילו ירוק בינוני,0,690,0,,יחידה,0,0,מנזנילו ירוק בינוני ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015321,מנזנילו גדול ‏2‏-‏A‏,0,790,0,,יחידה,0,0,מנזנילו גדול ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015406,מושחר גדול מאוד ‏2‏-,0,890,0,,יחידה,0,0,מושחר גדול מאוד ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015420,חרוזית ‏2‏-‏A‏ בני ד,0,890,0,,יחידה,0,0,חרוזית ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015437,מנזנילו גדול מאד ‏2‏,0,890,0,,יחידה,0,0,מנזנילו גדול מאד ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015499,סורי מבוקע ‏2‏-‏A‏ ב,0,990,0,,יחידה,0,0,סורי מבוקע ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015536,זית מבוקע ‏2‏-‏A‏ בנ,0,790,0,,יחידה,0,0,זית מבוקע ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015628,גמבה רצועות ‏2‏-‏A‏,0,690,0,,יחידה,0,0,גמבה רצועות ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015666,שיפקה ‏2‏-‏A‏ בני דר,0,690,0,,יחידה,0,0,שיפקה ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002015765,חצילים במלח ‏A‏-‏2‏,0,690,0,,יחידה,0,0,חצילים במלח ‏A‏-‏2‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002016830,כרוב כבוש ‏2‏-‏A‏ בנ,0,590,0,,יחידה,0,0,כרוב כבוש ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002041198,בשר מוכשר מס 10,1,3990,399,11,100 גרם,100000,0,בשר מוכשר מס 10,,,,,,,,,,,,,,,,,,,,,,,,1
7290002057703,חצילים  ‏2‏-‏A‏ יבנה,0,790,132,11,100 גרם,60000,0,חצילים  ‏2‏-‏A‏ יבנה,,,,,,,,,,,,,,,,,,,,,,,,1
7290002128458,נר שבת מספר 16,0,290,0,,יחידה,0,0,נר שבת מספר 16,,,,,,,,,,,,,,,,,,,,,,,,1
7290002150992,פלאפל אמיתי,0,3190,0,,יחידה,0,0,פלאפל אמיתי,,,,,,,,,,,,,,,,,,,,,,,,1
7290002153016,קמח מצה שמורה 500גר,0,2190,438,11,100 גרם,50000,0,קמח מצה שמורה 500גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002153023,קמח מצה מיוחדת 500 ג,0,1790,358,11,100 גרם,50000,0,קמח מצה מיוחדת 500 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002153030,קמח מצה ירושלים 500ג,0,690,138,11,100 גרם,50000,0,קמח מצה ירושלים 500גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002153108,מצה ירושלים  2.5 קג,0,2990,1196,1,קג,250,0,מצה ירושלים  2.5 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290002153115,מצה ירושלים 1קג,0,1490,1490,1,קג,100,0,מצה ירושלים 1קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290002153207,מצה שמורה 2.5 קג,0,10990,4396,1,קג,250,0,מצה שמורה 2.5 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290002153214,מצה שמורה 1קג בדץ,0,5490,5490,1,קג,100,0,מצה שמורה 1קג בדץ,,,,,,,,,,,,,,,,,,,,,,,,1
7290002153320,מצה שמורה ליל הסדר,0,1290,258,11,100 גרם,50000,0,מצה שמורה ליל הסדר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002153337,קמח מצה חיטה מלאה 50,0,890,178,11,100 גרם,50000,0,קמח מצה חיטה מלאה 500 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002153696,קמח עוגה שמורה 500 ג,0,2490,498,11,100 גרם,50000,0,קמח עוגה שמורה 500 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002153719,קמח עוגה ירושלים 500,0,990,198,11,100 גרם,50000,0,קמח עוגה ירושלים 500גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002153733,מצה מיוחדת 2 קג,0,5990,2995,1,קג,200,0,מצה מיוחדת 2 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290002166726,קרש גיהוץ לוטוס כחול,0,17990,0,,יחידה,0,0,קרש גיהוץ לוטוס כחול,,,,,,,,,,,,,,,,,,,,,,,,1
7290002168881,כד שתיה 2 ליטר עם מכ,0,1490,0,,יחידה,0,0,כד שתיה 2 ליטר עם מכסה,,,,,,,,,,,,,,,,,,,,,,,,1
7290002178491,כסא קלאב 2 לבן,0,2990,0,,יחידה,0,0,כסא קלאב 2 לבן,,,,,,,,,,,,,,,,,,,,,,,,1
7290002181392,ארגז נע פליפ 100 שקו,0,6990,0,,יחידה,0,0,ארגז נע פליפ 100 שקוף,,,,,,,,,,,,,,,,,,,,,,,,1
7290002239185,אפונה מוקפאת 800 גרם,0,1190,149,11,100 גרם,80000,0,אפונה מוקפאת 800 גרם,1221627,פרי הגליל ירקות קפואים 800 גרם ב 8.90,2022-02-28,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,8.9,8.9,,,4,מחיר קבוע,1,רגיל,1
7290002239215,אפונה וגזר 800 גרם,0,1190,149,11,100 גרם,80000,0,אפונה וגזר 800 גרם,1221627,פרי הגליל ירקות קפואים 800 גרם ב 8.90,2022-02-28,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,8.9,8.9,,,4,מחיר קבוע,1,רגיל,1
7290002239277,גזר גמדי 800 גרם,0,1190,149,11,100 גרם,80000,0,גזר גמדי 800 גרם,1221627,פרי הגליל ירקות קפואים 800 גרם ב 8.90,2022-02-28,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,8.9,8.9,,,4,מחיר קבוע,1,רגיל,1
7290002239297,גזר גמדי 800 גרם,0,1190,149,11,100 גרם,80000,0,גזר גמדי 800 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002239338,שעועית ירוקה 800 גרם,0,1190,149,11,100 גרם,80000,0,שעועית ירוקה 800 גרם,1221627,פרי הגליל ירקות קפואים 800 גרם ב 8.90,2022-02-28,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,8.9,8.9,,,4,מחיר קבוע,1,רגיל,1
7290002239369,שעועית שלמה 800 גרם,0,1390,174,11,100 גרם,80000,0,שעועית שלמה 800 גרם,1221627,פרי הגליל ירקות קפואים 800 גרם ב 8.90,2022-02-28,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,8.9,8.9,,,4,מחיר קבוע,1,רגיל,1
7290002239420,תירס גרעינים 800 גרם,0,1190,149,11,100 גרם,80000,0,תירס גרעינים 800 גרם,1221627,פרי הגליל ירקות קפואים 800 גרם ב 8.90,2022-02-28,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,8.9,8.9,,,4,מחיר קבוע,1,רגיל,1
7290002253235,דורות רוטב פסטו 160,0,1280,800,11,100 גרם,16000,0,דורות רוטב פסטו 160 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002253242,דורות רוטב סצ'ואן 16,0,1280,800,11,100 גרם,16000,0,דורות רוטב סצ'ואן 160 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002253259,דורות רוטב עגבניות ב,0,1280,800,11,100 גרם,16000,0,דורות רוטב עגבניות בזיליקום 160גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002253501,דורות צימיצורי לבשר,0,1990,995,11,100 גרם,20000,0,דורות צימיצורי לבשר על האש 200 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002260479,אסם פתיתים אפויים קו,0,1090,1090,1,קג,100,0,אסם פתיתים אפויים קוסקוס  2* 500 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002263586,מיץ לימון משומר 500,0,1190,238,12,100 מל,50000,0,מיץ לימון משומר 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002268109,אמיר טחינה 500גר,0,1190,238,11,100 גרם,50000,0,אמיר טחינה 500גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002268116,אמיר טחינה 1קג,0,2190,2190,1,קג,100,0,אמיר טחינה 1קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290002268239,דלי טחינה הנסיך 3 ק,0,6990,2330,1,קג,300,0,דלי טחינה הנסיך 3 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290002282099,מכשיר פלאפל גדול,0,1690,0,,יחידה,0,0,מכשיר פלאפל גדול,,,,,,,,,,,,,,,,,,,,,,,,1
7290002282198,מכשיר פלאפל,0,1890,0,,יחידה,0,0,מכשיר פלאפל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002317142,מלפפונים 18-25 במלח,0,1090,195,11,100 גרם,56000,0,מלפפונים 18-25 במלח,,,,,,,,,,,,,,,,,,,,,,,,1
7290002317180,מלפפון בחומץ 25-18,0,1090,195,11,100 גרם,56000,0,מלפפון בחומץ 25-18,,,,,,,,,,,,,,,,,,,,,,,,1
7290002317425,זיתים חרוזית 25,0,1790,143,11,100 גרם,125000,0,זיתים חרוזית 25,,,,,,,,,,,,,,,,,,,,,,,,1
7290002317432,זית חרוזית 10א,0,3490,0,,יחידה,0,0,זית חרוזית 10א,,,,,,,,,,,,,,,,,,,,,,,,1
7290002317807,חצילים,0,2290,763,1,קג,300,0,חצילים,,,,,,,,,,,,,,,,,,,,,,,,1
7290002331490,נביעות 1 ליטר,0,290,290,2,ליטר,100,0,נביעות 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002353225,חרדל דיזון  עם דבש 2,0,1390,0,,יחידה,0,0,חרדל דיזון  עם דבש 210 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002360216,חרדל דיזון – 370 גרם,0,1190,322,11,100 גרם,37000,0,חרדל דיזון – 370 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002360230,חרדל דיזון – גרגרים,0,1120,533,11,100 גרם,21000,0,חרדל דיזון – גרגרים – 200 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002363200,תירוש גפן פוריה 1ליט,0,1290,1290,2,ליטר,100,0,תירוש גפן פוריה 1ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002363286,יין מתוק 187 מל,0,490,262,12,100 מל,18700,0,יין מתוק 187 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002363491,יין קונדיטון מסורת 7,0,2990,399,12,100 מל,75000,0,יין קונדיטון מסורת 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002363514,יין אדום קונדיטון 18,0,690,369,12,100 מל,18700,0,יין אדום קונדיטון 187 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002363682,אשכול תירוש 1 ליטר,0,1290,1290,2,ליטר,100,0,אשכול תירוש 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002363811,יין המלכים 750 מל,0,1190,159,12,100 מל,75000,0,יין המלכים 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002363873,תירוש ענבים הכורמים,0,490,262,12,100 מל,18700,0,תירוש ענבים הכורמים 187 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002363934,יין המלכים 187 מל,0,490,262,12,100 מל,18700,0,יין המלכים 187 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002374312,שמן קנולה מילומור 1,0,1090,1090,2,ליטר,100,0,שמן קנולה מילומור 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002374640,עץ הזית שמן קנולה פל,0,1690,1690,2,ליטר,100,0,עץ הזית שמן קנולה פלוס אומגה 3  1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002403739,כבד אווז פרוס קפוא ל,0,12990,0,11,100 גרם,0,0,כבד אווז פרוס קפוא ליח כ 240 גרם,1221654,20% הנחה על כל מוצרי האווז,2022-02-28,00:00:00,2022-05-01,23:59:00,,,,,1,,,,2000,,,,,1,קבוצת פריטים,1,רגיל,1
7290002410713,מעדני הטלה קישקע ממו,0,990,198,11,100 גרם,50000,0,מעדני הטלה קישקע ממולא קפוא 500 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002460114,סוכר 1 קג -מן,0,390,0,,יחידה,0,0,סוכר 1 קג -מן,,,,,,,,,,,,,,,,,,,,,,,,1
7290002542506,בירה קורונה 350 מל,0,990,0,,יחידה,0,0,בירה קורונה 350 מל,1220547,בירה קורונה 355 מ ל ב 9.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,9.9,9.9,,,4,מחיר קבוע,1,רגיל,1
7290002542780,סטלה ארטואה שישייה 3,0,3990,0,,יחידה,0,0,סטלה ארטואה שישייה 330 מל,1214585,סטלה ארטואה שישייה 330 מ ל 2 ב 65,2021-12-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,65,32.5,,,4,מחיר קבוע,1,רגיל,1
7290002542841,לף בלונד שישייה 330,0,4990,1512,12,100 מל,33000,0,לף בלונד שישייה 330 מל,1214587,שישייה לף בלונד/בראון/הוגרדן ב 39.90,2021-12-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,39.9,39.9,,,4,מחיר קבוע,1,רגיל,1
7290002542865,הוגרדן שישייה 330 מ,0,4990,1512,12,100 מל,33000,0,הוגרדן שישייה 330 מל,1214587,שישייה לף בלונד/בראון/הוגרדן ב 39.90,2021-12-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,39.9,39.9,,,4,מחיר קבוע,1,רגיל,1
7290002560999,נורמה רדיד אלומיניום,0,1390,0,,יחידה,0,0,נורמה רדיד אלומיניום 45 סמ זוג,,,,,,,,,,,,,,,,,,,,,,,,1
7290002596233,טחון עגל צעיר 500 גר,0,2190,438,11,100 גרם,50000,0,טחון עגל צעיר 500 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002596714,קבב יווני 400 גרם,0,1890,473,11,100 גרם,40000,0,קבב יווני 400 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002651123,חמסי מלווח 1 קג,0,1590,159,11,100 גרם,100000,0,חמסי מלווח 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290002684787,נקנקיות מנגליות,0,2390,0,,יחידה,0,0,נקנקיות מנגליות,,,,,,,,,,,,,,,,,,,,,,,,1
7290002686118,נקנקיות וינר 400 גרם,0,990,248,11,100 גרם,40000,0,נקנקיות וינר 400 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002686194,נקנקיות וינר חריף 40,0,990,248,11,100 גרם,40000,0,נקנקיות וינר חריף 400 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002692393,שמן קנולה מועשר עץ ה,0,1590,1590,2,ליטר,100,0,שמן קנולה מועשר עץ הזית 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002692409,שמן חמניות מועשר עץ,0,1490,1490,2,ליטר,100,0,שמן חמניות מועשר עץ הזית 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002692478,שמן זית כתית מעולה ק,0,3360,448,12,100 מל,75000,0,שמן זית כתית מעולה קלאסי מעודן 750 מל.,,,,,,,,,,,,,,,,,,,,,,,,1
7290002692768,עץ הזית תרסיס מופחת,0,1590,795,12,100 מל,20000,0,עץ הזית תרסיס מופחת קלוריות קנולה 200מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002692775,עץ הזית תרסיס שמן קנ,0,1590,795,12,100 מל,20000,0,עץ הזית תרסיס שמן קנולה בטעם חמאה 200 מ,,,,,,,,,,,,,,,,,,,,,,,,1
7290002692782,עץ הזית תרסיס מופחת,0,1590,1074,12,100 מל,14800,0,עץ הזית תרסיס מופחת קלוריות זית 200מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002707172,סולת  1 קג,0,290,290,1,קג,100,0,סולת  1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290002730668,קולגייט טוטאל בטעם מ,0,1190,930,11,100 גרם,12800,0,קולגייט טוטאל בטעם מנטה,,,,,,,,,,,,,,,,,,,,,,,,1
7290002739685,נקנקיות מרגז 400 ג מ,0,2190,548,11,100 גרם,40000,0,נקנקיות מרגז 400 ג מוכן עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290002739692,נקנקיות צ'וריסוס 500,0,2990,598,11,100 גרם,50000,0,נקנקיות צ'וריסוס 500 ג מוכן עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290002739913,שניצלוני עוף שומשום,0,2490,415,11,100 גרם,60000,0,שניצלוני עוף שומשום 600 עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290002769644,עוגת דבש 370 גרם,0,590,159,11,100 גרם,37000,0,עוגת דבש 370 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002780588,חרוזית מושחר ‏2‏A‏ ב,0,890,0,,יחידה,0,0,חרוזית מושחר ‏2‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002780649,טבעות זיתים ירוקים ‏,0,890,0,,יחידה,0,0,טבעות זיתים ירוקים ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002780656,טבעות מושחר ‏2‏-‏A‏,0,890,0,,יחידה,0,0,טבעות מושחר ‏2‏-‏A‏ בני דרום,,,,,,,,,,,,,,,,,,,,,,,,1
7290002793274,סודה קלאב סירופ דיאט,0,1500,300,12,100 מל,50000,0,סודה קלאב סירופ דיאט תפוז 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002793304,מיכל באריזה,0,11000,0,,יחידה,0,0,מיכל באריזה,,,,,,,,,,,,,,,,,,,,,,,,1
7290002814016,מסיר שומנים סנט מורי,0,1490,199,12,100 מל,75000,0,מסיר שומנים סנט מוריץ מתז 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002814580,טורנדו לפתיחת סתימות,0,1290,645,11,100 גרם,20000,0,טורנדו לפתיחת סתימות גרגירים 200 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002814603,מסיר שומנים קר מבושם,0,1490,199,12,100 מל,75000,0,מסיר שומנים קר מבושם 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002814870,מסיר שומנים קר מבושם,0,1490,199,12,100 מל,75000,0,מסיר שומנים קר מבושם מתז 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290002821014,מפה חד פעמית צבעונית,0,1190,0,,יחידה,0,0,מפה חד פעמית צבעונית 24 מ,,,,,,,,,,,,,,,,,,,,,,,,1
7290002871248,טובורג חצי ליטר,0,780,156,12,100 מל,50000,0,טובורג חצי ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002871361,קרלסברג חוזר,0,790,158,12,100 מל,50000,0,קרלסברג חוזר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002877653,בשר מס 8 חלק,1,3990,399,11,100 גרם,100000,0,בשר מס 8 חלק,,,,,,,,,,,,,,,,,,,,,,,,1
7290002881735,לבבות דקל שלמים 400,0,1000,250,11,100 גרם,40000,0,לבבות דקל שלמים 400 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002881933,שימורי סרדין מרוקאי,0,700,560,11,100 גרם,12500,0,שימורי סרדין מרוקאי במי מלח 125 גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002887812,מצות 100 % חיטה מלאה,0,1390,348,11,100 גרם,40000,0,מצות 100 % חיטה מלאה 400 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002922865,קבב מובחר טאק טוורו,0,1990,398,11,100 גרם,50000,0,קבב מובחר טאק טוורו 500,,,,,,,,,,,,,,,,,,,,,,,,1
7290002922872,המבורגר מובחר טאק טו,0,1990,398,11,100 גרם,50000,0,המבורגר מובחר טאק טורו 500,,,,,,,,,,,,,,,,,,,,,,,,1
7290002930235,בשר לחמין עטרה קפוא,1,5190,519,11,100 גרם,100000,0,בשר לחמין עטרה קפוא,,,,,,,,,,,,,,,,,,,,,,,,1
7290002939054,שניצל אמיתי 600 ג' ע,0,2490,415,11,100 גרם,60000,0,שניצל אמיתי 600 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290002939078,נגיסי עוף 600 ג' עטר,0,1790,298,11,100 גרם,60000,0,נגיסי עוף 600 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290002939450,שניצל אמריקאי 600 ג',0,1790,298,11,100 גרם,60000,0,שניצל אמריקאי 600 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290002939474,טבעות עוף 600 ג' עטר,0,1790,298,11,100 גרם,60000,0,טבעות עוף 600 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290002939788,שווארמה אמיתית 500 ג,0,2990,598,11,100 גרם,50000,0,שווארמה אמיתית 500 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290002946700,מצית פחם נוזלי מהדרי,0,1100,550,12,100 מל,20000,0,מצית פחם נוזלי מהדרין,,,,,,,,,,,,,,,,,,,,,,,,1
